state_name,state,state_fips,year,Population,Employment,Unemployment ,Unemployment rate,Marginally Food Insecure,Food Insecure,Very Low Food Secure,Gross State Product,Number of low income uninsured children,Percent Low Income Unisured Children,Personal income,Workers' compensation,AFDC/TANF Recipients,AFDC/TANF Caseloads,Food Stamp/SNAP Recipients,Food Stamp/SNAP Caseloads,AFDC/TANF Benefit for 2-Person family,AFDC/TANF Benefit for 3-person family,AFDC/TANF benefit for 4-person family,FS/SNAP Benefit for 1-person family,FS/SNAP Benefit for 2-person family,FS/SNAP Benefit for 3-person family,FS/SNAP Benefit for 4-person family,AFDC/TANF_FS 2-Person Benefit,AFDC/TANF_FS 3-Person Benefit,AFDC/TANF_FS 4-Person Benefit,Child-only AFDC/TANF cases,SSI-Federal,SSI-State,Total SSI,SSI_FS Benefit,Number of Poor (thousands),Poverty Rate,Governor is Democrat (1=Yes),Number in Lower House Democrat,Number in Lower House Republican,Fraction of State House that is Democrat,Number in Upper House Democrat,Number in Upper House Republican,Fraction of State Senate that is Democrat,EITC Phase-In Rate No Dependents,EITC Phase-In Rate 1 Dependent,EITC Phase-In Rate 2 Dependents,EITC Phase-In Rate 3 Dependents,EITC Maximum Credit No Dependents,EITC Maximum Credit 1 Dependent,EITC Maximum Credit 2 Dependents,EITC Maximum Credit 3 Dependents,EITC Phase-Out Rate No Dependents,EITC Phase-Out Rate 1 Dependent,EITC Phase-Out Rate 2 Dependents,EITC Phase-Out Rate 3 Dependents,State EITC Rate,Wisconsin EITC Rate 2 Dependents,Wisconsin EITC Rate 3 Dependents,Refundable State EITC (1=Yes),Federal Minimum Wage,State Minimum Wage,SSI recipients,SSI recipients--Aged,SSI recipients--Blind,SSI recipients--Disabled,Medicaid beneficiaries,WIC participation,NSLP Free Participation,NSLP Reduced Participation,NSLP Total Participation,SBP Free Participation,SBP Reduced Participation,SBP Total Participation,
IA,16,19,1981,2907983,1332833,93758,6.6,,,,38272,,,31681000,3858,109574,40463,162948,63725,292,360,419,70,128,183,233,392,495,586,,265,0,265,316,368,13.1,0,42,58,0.42,21,29,0.42,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
KS,17,20,1981,2384849,1135918,51162,4.3,,,,31978,,,27049200,9712,74351,28525,108069,43355,290,345,390,70,128,183,233,391,485,566,,265,0,265,316,267,11.7,1,53,72,0.42,16,24,0.40,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
KY,18,21,1981,3670394,1521899,143678,8.6,,,,41068,,,33237700,66586,175193,67639,519407,171772,162,188,235,70,128,183,233,290,371,458,,265,0,265,316,708,19.3,1,75,24,0.76,29,9,0.76,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,2.15,,,,,,,,,,,,,
LA,19,22,1981,4283303,1699027,155514,8.4,,,,77201,,,43084400,10474,215972,71218,573949,201057,125,173,213,70,128,183,233,253,356,442,,265,0,265,316,938,22.0,0,95,10,0.90,39,0,1.00,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
ME,20,23,1981,1133033,472455,37520,7.4,,,,11255,,,10651600,2763,56614,21140,140400,55248,207,280,352,70,128,183,233,333,439,539,,265,10,275,323,179,16.0,1,84,67,0.56,16,17,0.48,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
MD,21,24,1981,4261905,2013470,157849,7.3,,,,53117,,,54043000,48008,221304,81348,346283,145357,211,270,326,70,128,183,233,336,432,521,,265,0,265,316,442,10.7,1,125,15,0.89,40,7,0.85,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
MA,22,25,1981,5768685,2751193,190449,6.5,,,,77833,,,68493400,30666,344343,124103,436983,165766,314,379,445,70,128,183,233,408,508,605,,265,137,402,411,518,8.9,1,128,31,0.81,32,7,0.82,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
MI,23,26,1981,9209287,3768194,534679,12.4,,,,114676,,,101254200,102464,758616,246942,941784,386055,357,432,508,70,128,183,233,438,545,649,,265,24,289,332,1184,13.0,0,64,46,0.58,24,14,0.63,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
MN,24,27,1981,4111728,1998992,123146,5.8,,,,55404,,,46547600,28955,148957,54649,201613,80064,344,417,486,70,128,183,233,429,535,633,,265,34,299,339,438,10.9,0,70,64,0.52,45,22,0.67,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.10,,,,,,,,,,,,,
MS,25,28,1981,2539036,969271,90050,8.5,,,,24023,,,20331600,8941,176255,60139,514362,163992,60,96,120,70,128,183,233,188,279,353,,265,0,265,316,618,25.7,1,115,4,0.97,48,4,0.92,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
MO,26,29,1981,4932064,2144518,177443,7.6,,,,57763,,,51516600,13719,214533,73529,378448,138577,199,248,290,70,128,183,233,327,417,496,,265,0,265,316,634,13.2,0,111,52,0.68,23,10,0.70,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
MT,27,30,1981,795328,358686,26352,6.8,,,,10201,,,8194300,29404,20428,7292,47041,17410,193,259,331,70,128,183,233,321,424,525,,265,0,265,316,107,13.1,1,43,57,0.43,21,29,0.42,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,2.50,,,,,,,,,,,,,
NE,28,31,1981,1578515,742310,32876,4.2,,,,20863,,,17140500,2845,38716,14011,74613,27990,270,335,400,70,128,183,233,377,478,573,,265,93,358,381,221,14.0,0,,,,,,,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
NV,29,32,1981,847655,429828,33347,7.2,,,,13203,,,11011800,126028,14211,5252,37366,15607,211,262,314,70,128,183,233,336,426,513,,265,46,311,348,93,10.5,0,26,14,0.65,15,5,0.75,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,2.75,,,,,,,,,,,,,
NH,30,33,1981,936621,452885,24596,5.2,,,,10480,,,10517000,4323,23598,8686,54266,22047,292,346,392,70,128,183,233,392,485,567,,265,24,289,332,70,7.6,1,160,238,0.40,10,13,0.43,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
NJ,31,34,1981,7407472,3337050,268052,7.4,,,,98755,,,97264600,60698,469279,154017,608345,220686,273,360,414,70,128,183,233,379,495,583,,265,25,290,333,736,10.0,1,43,37,0.54,27,13,0.68,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
NM,32,35,1981,1332748,536024,42138,7.3,,,,18511,,,12799900,11706,55670,19548,182922,60951,178,220,267,70,128,183,233,306,397,480,,265,0,265,316,243,18.6,1,41,29,0.59,22,20,0.52,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
NY,33,36,1981,17567734,7412890,609893,7.6,,,,261840,,,215680600,323733,1108387,369258,1851050,752950,401,477,563,70,128,183,233,469,577,687,,265,63,328,360,2516,14.4,1,86,63,0.58,25,35,0.42,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
NC,34,37,1981,5956653,2722639,189329,6.5,,,,65869,,,55496700,11553,200561,80221,604966,212685,167,192,210,70,128,183,233,295,375,440,,265,0,265,316,1016,17.5,1,95,24,0.80,40,10,0.80,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,2.90,,,,,,,,,,,,,
ND,35,38,1981,659505,294628,14938,4.8,,,,9954,,,6899400,20947,13293,4937,29221,10170,259,334,408,70,128,183,233,369,477,579,,265,0,265,316,89,14.2,0,27,73,0.27,10,40,0.20,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
OH,36,39,1981,10788330,4624361,481475,9.4,,,,132782,,,116652400,516716,589728,205157,976453,380324,216,263,327,70,128,183,233,339,427,522,,265,0,265,316,1369,12.7,0,54,45,0.55,15,18,0.45,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
OK,37,40,1981,3096164,1386295,52315,3.6,,,,45430,,,34204100,69762,90549,31121,206097,82211,218,282,349,70,128,183,233,341,440,537,,265,79,344,371,413,13.8,1,73,28,0.72,37,11,0.77,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.10,,,,,,,,,,,,,
OR,38,41,1981,2667982,1202242,130426,9.8,,,,31590,,,29169600,136081,92346,34989,232078,97491,286,339,409,70,128,183,233,388,480,579,,265,12,277,324,331,12.3,0,33,27,0.55,22,8,0.73,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.10,,,,,,,,,,,,,
PA,39,42,1981,11858567,5019066,459309,8.4,,,,138573,,,131482100,83651,643323,220974,1071429,462074,262,318,381,70,128,183,233,371,466,560,,265,32,297,338,1367,11.6,0,100,103,0.49,23,25,0.48,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
RI,40,44,1981,953013,438978,36943,7.8,,,,10729,,,10463800,7905,54693,19058,88208,36801,368,453,518,70,128,183,233,446,560,656,,265,46,311,348,109,11.7,1,82,18,0.82,43,7,0.86,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.10,,,,,,,,,,,,,
SC,41,45,1981,3179255,1323937,117019,8.1,,,,31048,,,28120400,14870,156617,58074,443401,151821,99,129,158,70,128,183,233,227,312,391,,265,0,265,316,615,18.4,1,107,17,0.86,41,5,0.89,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
SD,42,46,1981,689584,317807,16578,5.0,,,,7661,,,6651800,1844,18639,6918,45641,15759,280,321,361,70,128,183,233,384,468,546,,265,15,280,326,132,19.5,0,21,49,0.30,10,25,0.29,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,2.30,,,,,,,,,,,,,
TN,43,47,1981,4627658,1920257,188815,9.0,,,,50265,,,42383300,27470,173697,66094,676935,256608,97,122,148,70,128,183,233,225,305,381,,265,0,265,316,943,20.9,0,57,39,0.59,20,12,0.63,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
TX,44,48,1981,14746318,6686969,374501,5.3,,,,245235,,,168292400,64843,325113,108203,1226009,383121,86,116,140,70,128,183,233,214,299,373,,265,0,265,316,2258,15.4,0,114,35,0.77,23,7,0.77,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
UT,45,49,1981,1515471,604666,42414,6.6,,,,17320,,,13892700,39289,42242,13648,65205,22648,269,348,415,70,128,183,233,376,487,584,,265,10,275,323,185,12.2,1,17,58,0.23,7,22,0.24,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,2.75,,,,,,,,,,,,,
VT,46,50,1981,515594,242633,14948,5.8,,,,5436,,,5069100,570,24681,8338,48324,19418,410,492,552,70,128,183,233,475,587,679,,265,44,309,346,66,12.3,0,64,86,0.43,14,16,0.47,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
VA,47,51,1981,5444097,2450737,156817,6.0,,,,66179,,,63698200,27896,174634,64893,432149,162089,203,258,305,70,128,183,233,330,424,507,,265,0,265,316,662,12.6,0,66,33,0.67,31,9,0.78,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
WA,48,53,1981,4235731,1806668,190781,9.6,,,,58918,,,51391300,272114,154916,57125,270982,162090,361,440,515,70,128,183,233,441,551,654,,265,38,303,342,471,11.3,0,42,56,0.43,24,25,0.49,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
WV,49,54,1981,1954124,703240,83046,10.6,,,,19837,,,17051200,133519,80623,28569,252417,114368,164,206,249,70,128,183,233,292,387,467,,265,0,265,316,398,19.9,1,78,22,0.78,27,7,0.79,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,2.75,,,,,,,,,,,,,
WI,50,55,1981,4726343,2188204,190599,8.0,,,,57494,,,51613400,7124,240691,87815,268973,81750,377,444,529,70,128,183,233,452,554,663,,265,100,365,386,384,8.1,0,59,39,0.60,19,14,0.58,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.25,,,,,,,,,,,,,
WY,51,56,1981,491712,239862,10132,4.1,,,,12703,,,6299800,37733,7003,2744,14881,5702,280,315,340,70,128,183,233,384,464,531,,265,20,285,330,43,8.9,1,23,39,0.37,11,19,0.37,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,1.60,,,,,,,,,,,,,
AL,1,1,1982,3925266,1474143,242181,14.1,,,,41778,,,36396100,29751,156038,55481,601393,206467,89,118,148,70,128,183,233,217,301,381,,284,0,284,329,849,21.6,1,100,4,0.96,35,0,1.00,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
AK,2,2,1982,449606,191699,21107,9.9,,,,23461,,,8733400,7152,12820,5435,29561,10088,400,571,634,108,197,293,359,581,796,906,,284,261,545,593,46,10.6,0,22,16,0.58,10,10,0.50,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.85,,,,,,,,,,,,,
AZ,3,4,1982,2889861,1206118,135649,10.1,,,,35794,,,32197400,72889,61862,22151,215451,72528,156,202,244,70,128,183,233,284,384,464,,284,0,284,329,408,14.8,1,17,43,0.28,14,16,0.47,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
AR,4,5,1982,2294257,922554,101552,9.9,,,,23527,,,20702300,17398,67612,23748,301560,103906,101,122,142,70,128,183,233,229,305,375,,284,0,284,329,527,23.8,0,93,7,0.93,34,1,0.97,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,2.80,,,,,,,,,,,,,
CA,5,6,1982,24820009,10942811,1209561,10.0,,,,393788,,,342342500,403245,1522398,514800,1651198,594238,408,506,601,70,128,183,233,474,597,714,,284,167,451,446,3475,14.1,1,48,32,0.60,23,17,0.58,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
CO,6,8,1982,3061564,1478789,117152,7.3,,,,47654,,,40505900,144500,75842,26373,166240,62638,247,313,379,70,128,183,233,361,462,558,,284,57,341,369,387,12.6,1,26,39,0.40,13,22,0.37,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,1.90,,,,,,,,,,,,,
CT,7,9,1982,3139013,1498489,110315,6.9,,,,50196,,,46701300,19581,127475,44153,166018,63916,402,498,581,70,128,183,233,469,592,700,,284,164,448,444,254,8.1,1,83,68,0.55,22,13,0.63,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.37,,,,,,,,,,,,,
DE,8,10,1982,599148,269723,24668,8.4,,,,9498,,,7634100,2919,28081,10030,91431,38045,197,266,312,70,128,183,233,325,429,511,,284,0,284,329,70,11.5,0,16,25,0.39,12,9,0.57,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,2.00,,,,,,,,,,,,,
DC,9,11,1982,634174,275427,32112,10.4,,,,22958,,,9694100,10367,71049,26054,51231,19651,225,286,349,70,128,183,233,346,443,537,,284,15,299,339,117,19.3,.,,,,,,,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
FL,10,12,1982,10471407,4330894,398564,8.4,,,,122282,,,125053400,76579,259793,95715,860861,334596,150,195,230,70,128,183,233,278,378,454,,284,0,284,329,1601,15.2,1,81,39,0.68,27,13,0.68,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
GA,11,13,1982,5649792,2448223,207672,7.8,,,,68451,,,57866800,28248,230505,85794,628681,214864,153,183,216,70,128,183,233,281,366,444,,284,0,284,329,1074,19.6,1,156,23,0.87,51,5,0.91,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,1.25,,,,,,,,,,,,,
HI,12,15,1982,993780,429816,28962,6.3,,,,15740,,,13166200,11527,56135,18217,96672,37010,390,468,546,95,175,250,318,534,663,786,,284,15,299,390,132,13.2,1,39,12,0.76,17,8,0.68,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
ID,13,16,1982,973721,398783,43973,9.9,,,,10689,,,9699600,13860,17479,6515,69827,24123,245,305,345,70,128,183,233,360,457,535,,284,63,347,373,151,15.6,1,14,56,0.20,12,23,0.34,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
IL,14,17,1982,11423412,4976383,637866,11.4,,,,164267,,,147011700,21135,711699,227349,1028831,396338,250,302,368,70,128,183,233,363,454,551,,284,28,312,348,1512,13.4,0,86,91,0.49,30,29,0.51,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,2.30,,,,,,,,,,,,,
IN,15,18,1982,5467922,2288032,311359,12.0,,,,64982,,,58429300,15675,156620,53894,423087,141556,195,255,315,70,128,183,233,323,422,514,,284,0,284,329,683,12.6,0,35,63,0.36,15,35,0.30,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
IA,16,19,1982,2888189,1303292,121091,8.5,,,,37289,,,32544400,4142,90624,33151,177644,67955,292,360,419,70,128,183,233,392,495,586,,284,0,284,329,371,13.4,0,42,58,0.42,21,29,0.42,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
KS,17,20,1982,2401202,1118684,74884,6.3,,,,33491,,,29326800,10764,63775,22622,119127,46718,197,353,399,70,128,183,233,325,490,572,,284,0,284,329,247,10.4,1,53,72,0.42,16,24,0.40,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
KY,18,21,1982,3683445,1501527,181559,10.8,,,,42184,,,35402000,73694,148430,55558,524325,171453,162,188,235,70,128,183,233,290,371,458,,284,0,284,329,587,16.2,1,75,24,0.76,29,9,0.76,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,2.15,,,,,,,,,,,,,
LA,19,22,1982,4352608,1675507,192064,10.3,,,,78067,,,46379700,11929,192202,63089,527742,180760,125,173,213,70,128,183,233,253,356,442,,284,0,284,329,976,22.7,0,95,10,0.90,39,0,1.00,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
ME,20,23,1982,1136684,475163,43421,8.4,,,,12115,,,11581000,4562,49557,17557,128546,50286,223,301,378,70,128,183,233,344,454,558,,284,10,294,336,156,13.7,1,84,67,0.56,16,17,0.48,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
MD,21,24,1982,4282923,1994763,180215,8.3,,,,56339,,,58610600,59331,197019,71376,321470,130933,211,270,326,70,128,183,233,336,432,521,,284,0,284,329,516,12.3,1,125,15,0.89,40,7,0.85,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
MA,22,25,1982,5771222,2756493,230644,7.7,,,,83777,,,75098500,27862,285999,104169,431973,181403,314,379,445,70,128,183,233,408,508,605,,284,137,421,425,590,10.3,1,128,31,0.81,32,7,0.82,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
MI,23,26,1982,9115198,3627584,659554,15.4,,,,115166,,,104816500,221332,727195,231830,980971,391544,364,436,506,70,128,183,233,443,548,647,,284,24,308,346,1481,16.2,0,64,46,0.58,24,14,0.63,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
MN,24,27,1982,4131450,1983510,170390,7.9,,,,57472,,,49867500,29781,133824,46697,209132,78665,368,446,520,70,128,183,233,446,555,657,,284,35,319,353,546,13.3,0,70,64,0.52,44,23,0.66,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
MS,25,28,1982,2556777,946018,117535,11.1,,,,24614,,,21465400,10848,151088,52015,495732,157417,60,96,120,70,128,183,233,188,279,353,,284,0,284,329,562,22.9,1,115,4,0.97,48,4,0.92,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
MO,26,29,1982,4929451,2111744,214634,9.2,,,,60699,,,55083500,14999,182434,64524,381413,136133,199,248,290,70,128,183,233,327,417,496,,284,0,284,329,699,14.6,0,111,52,0.68,23,10,0.70,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
MT,27,30,1982,803986,355711,33098,8.5,,,,10206,,,8635600,33642,16092,5816,49664,17908,234,278,356,70,128,183,233,352,438,542,,284,0,284,329,134,17.0,1,43,57,0.43,21,29,0.42,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,2.75,,,,,,,,,,,,,
NE,28,31,1982,1581780,740657,44182,5.6,,,,21265,,,18420700,3362,37196,13208,79305,28858,280,350,420,70,128,183,233,384,488,587,,284,85,369,388,216,13.6,0,,,,,,,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
NV,29,32,1982,881537,434454,47643,9.9,,,,13885,,,11762100,121102,12974,4717,32283,13610,194,241,288,70,128,183,233,322,412,495,,284,47,331,362,70,7.8,0,26,14,0.65,15,5,0.75,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,2.75,,,,,,,,,,,,,
NH,30,33,1982,947719,454002,33034,6.8,,,,11407,,,11579700,5695,20102,7328,47987,19580,278,326,372,70,128,183,233,383,471,553,,284,24,308,346,97,10.3,1,160,238,0.40,10,13,0.43,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
NJ,31,34,1982,7430968,3309981,316765,8.7,,,,105759,,,105090400,61846,412105,136239,551822,203577,273,360,414,70,128,183,233,379,495,583,,284,27,311,348,896,12.2,0,43,37,0.54,22,18,0.55,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
NM,32,35,1982,1363823,540397,54855,9.2,,,,19242,,,14023100,12008,50569,18224,168039,54110,189,233,281,70,128,183,233,317,406,490,,284,0,284,329,303,22.4,1,41,29,0.59,22,20,0.52,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
NY,33,36,1982,17589738,7303295,675669,8.5,,,,282227,,,234418000,333164,1075205,353930,1816451,739311,356,424,515,70,128,183,233,437,540,654,,284,63,347,373,2607,14.8,1,86,63,0.58,25,35,0.42,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
NC,34,37,1982,6019101,2665668,269998,9.2,,,,68971,,,59420100,15767,173434,69538,575568,200795,167,192,210,70,128,183,233,295,375,440,,284,0,284,329,1201,20.3,1,95,24,0.80,40,10,0.80,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.10,,,,,,,,,,,,,
ND,35,38,1982,668972,298343,17542,5.6,,,,9954,,,7453200,24423,10839,3970,29467,10100,270,334,408,70,128,183,233,377,477,579,,284,0,284,329,85,12.9,0,27,73,0.27,10,40,0.20,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
OH,36,39,1982,10757087,4475830,651027,12.7,,,,134636,,,122081500,647345,587283,197864,1014530,388685,216,263,327,70,128,183,233,339,427,522,,284,0,284,329,1366,12.8,0,54,45,0.55,15,18,0.45,0.0000,0.1000,0.1000,0.1000,0,500,500,500,0.0000,0.1250,0.1250,0.1250,0.000,,,0,3.35,3.35,,,,,,,,,,,,,
